travel_type,market,measure,unit,state,state_abbrev,period_type,year,quarter,period_label,is_calendar_year_end,value,source,source_file,original_table,original_title
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2020,Q3,Q3 2020,False,1431.089,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2020,Q4,Q4 2020,True,1711.567,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2021,Q1,Q1 2021,False,1998.34,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2021,Q2,Q2 2021,False,1893.428,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2021,Q3,Q3 2021,False,1406.338,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2021,Q4,Q4 2021,True,1831.597,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2022,Q1,Q1 2022,False,1972.857,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2022,Q2,Q2 2022,False,1885.466,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2022,Q3,Q3 2022,False,1751.233,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2022,Q4,Q4 2022,True,2012.357,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2023,Q1,Q1 2023,False,2063.958,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2023,Q2,Q2 2023,False,1906.956,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2023,Q3,Q3 2023,False,1758.617,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2023,Q4,Q4 2023,True,2019.977,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2024,Q1,Q1 2024,False,2143.452,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2024,Q2,Q2 2024,False,1932.732,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2024,Q3,Q3 2024,False,1754.16,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,South Australia,SA,quarter,2024,Q4,Q4 2024,True,2067.663,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2019,Q1,Q1 2019,False,2275.733,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2019,Q2,Q2 2019,False,2092.443,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2019,Q3,Q3 2019,False,2133.698,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2019,Q4,Q4 2019,True,2238.964,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2020,Q1,Q1 2020,False,2279.167,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2020,Q2,Q2 2020,False,1251.039,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2020,Q3,Q3 2020,False,2199.134,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2020,Q4,Q4 2020,True,2378.048,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2021,Q1,Q1 2021,False,2290.235,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2021,Q2,Q2 2021,False,2333.375,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2021,Q3,Q3 2021,False,2179.173,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2021,Q4,Q4 2021,True,2473.759,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2022,Q1,Q1 2022,False,2329.78,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2022,Q2,Q2 2022,False,2322.959,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2022,Q3,Q3 2022,False,2355.77,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2022,Q4,Q4 2022,True,2498.516,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2023,Q1,Q1 2023,False,2505.07,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2023,Q2,Q2 2023,False,2377.393,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2023,Q3,Q3 2023,False,2318.591,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2023,Q4,Q4 2023,True,2504.671,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2024,Q1,Q1 2024,False,2514.476,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2024,Q2,Q2 2024,False,2344.641,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2024,Q3,Q3 2024,False,2361.73,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Western Australia,WA,quarter,2024,Q4,Q4 2024,True,2508.698,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2019,Q1,Q1 2019,False,740.832,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2019,Q2,Q2 2019,False,587.329,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2019,Q3,Q3 2019,False,568.064,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2019,Q4,Q4 2019,True,691.544,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2020,Q1,Q1 2020,False,780.661,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2020,Q2,Q2 2020,False,209.104,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2020,Q3,Q3 2020,False,449.136,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2020,Q4,Q4 2020,True,607.374,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2021,Q1,Q1 2021,False,748.36,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2021,Q2,Q2 2021,False,676.019,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2021,Q3,Q3 2021,False,542.695,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2021,Q4,Q4 2021,True,625.342,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2022,Q1,Q1 2022,False,811.021,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2022,Q2,Q2 2022,False,702.53,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2022,Q3,Q3 2022,False,629.872,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2022,Q4,Q4 2022,True,754.439,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2023,Q1,Q1 2023,False,864.494,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2023,Q2,Q2 2023,False,672.198,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2023,Q3,Q3 2023,False,627.474,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2023,Q4,Q4 2023,True,777.337,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2024,Q1,Q1 2024,False,874.975,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2024,Q2,Q2 2024,False,684.553,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2024,Q3,Q3 2024,False,630.007,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
Overnight,All overnight,Trips,000 trips,Tasmania,TAS,quarter,2024,Q4,Q4 2024,True,796.62,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 1,"Backcast Overnight Trips ('000), Australia and States"
